#Programa,Nombre de Programa,Stored Procedure
1030,Mantenimiento de Sucursales,PR_ERP_FNZ_QRY_GN_ENVIA_CORREO_MAESTRO_SUCURSAL
1030,Mantenimiento de Sucursales,PR_ERP_FNZ_QRY_GN_ENVIA_CORREO_MAESTRO_SUCURSAL
1048,Reporte de Articulos Calificad,PR_ERP_COM_QRY_GN_SKU_ATRIBUTOS
1059,Cotizaciones Solicitud,PR_ERP_COM_QRY_GN_PROCEDENCIA_FS
1061,Orden de Compra-Corporativo,PR_ERP_COM_QRY_GN_PROCEDENCIA_FS
1069,Selector Orden Compra,PR_ERP_FNZ_QRY_GN_CANTIDADFACTURADAORDENCOMPRAACTUALIZA
1069,Selector Orden Compra,PR_ERP_FNZ_QRY_GN_CANTIDADFACTURADAORDENCOMPRAACTUALIZA
1071,Calculo Impuesto - Detalle,USP_ADM_CALCULA_IMPUESTO
1074,Genera Retencion Provision,PR_ERP_FNZ_QRY_GN_GeneraComprobanteRetencionProvision
1076,Genera Impuestos Detallado,USP_ADM_CALCULA_IMPUESTO_DETALLADO
1083,Selector Proceso Fletes,PR_ERP_FNZ_QRY_GN_ProcesoSeleccionFletes
1083,Selector Proceso Fletes,PR_ERP_FNZ_QRY_GN_ProcesoSeleccionFletes
1084,Documento Financiero,USP_ANULACION_FACTURA_COMPRA
1085,Asignacion de Notas de Ingreso,PR_ERP_FNZ_QRY_GN_ASIGNACIONNOTAINGRESOCONSULTA
1085,Asignacion de Notas de Ingreso,PR_ERP_FNZ_QRY_GN_ASIGNACIONNOTAINGRESOREVERSION
1085,Asignacion de Notas de Ingreso,USP_ADM_FACTURAS_SIN_NOTAINGRESO
1095,Valores Estimados,dbo.PR_ERP_FNZ_QRY_GN_ValorEstimadoCierre
1095,Valores Estimados,DBO.PR_ERP_FNZ_QRY_GN_ValorEstimadoCreacion
1095,Valores Estimados,dbo.PR_ERP_FNZ_QRY_GN_ValorEstimadoEliminar
1095,Valores Estimados,DBO.PR_ERP_FNZ_QRY_GN_ValorEstimadoModificar
1095,Valores Estimados,DBO.PR_ERP_FNZ_QRY_GN_ValorEstimadoModificar
1097,Reporte Valores Estimados,PR_ERP_FNZ_RPT_GN_ValorEstimadoImprimir
1100,Costeo de Importacion,DBO.PR_ERP_FNZ_QRY_GN_ValorEstimadoRevertirCosteo
1100,Costeo de Importacion,DBO.PR_ERP_FNZ_QRY_GN_ValorEstimadoRevertirCosteo
1100,Costeo de Importacion,GCO_SP_COSTO_LINEA_AFIJO
1100,Costeo de Importacion,USP_ADM_REPORTE_COSTO_IMPORTACION
1100,Costeo de Importacion,USP_COSTO_IMPORTACION
1101,Costeo de Importacion,DBO.PR_ERP_FNZ_QRY_GN_ValorEstimadoRevertirCosteo
1101,Costeo de Importacion,DBO.PR_ERP_FNZ_QRY_GN_ValorEstimadoRevertirCosteo
1101,Costeo de Importacion,GCO_SP_COSTO_LINEA_AFIJO
1101,Costeo de Importacion,PR_ERP_FNZ_QRY_GN_ActualizaCostoImp
1101,Costeo de Importacion,USP_ADM_REPORTE_COSTO_IMPORTACION
1101,Costeo de Importacion,USP_COSTO_IMPORTACION
1105,Cancelacion Orden Compra,PR_ERP_COM_QRY_GN_PROCEDENCIA_FS
1106,Anulacion Orden Compra,PR_ERP_COM_QRY_GN_PROCEDENCIA_FS
1108,Anulacion Factura de Compra,PR_ERP_FNZ_QRY_GN_VerificaReversionEstimado
1108,Anulacion Factura de Compra,PR_ERP_FNZ_QRY_GN_VerificaReversionEstimado
1108,Anulacion Factura de Compra,PR_ERP_FNZ_QRY_GN_VERIFICASALDOOCOXNOTACREDITO
1108,Anulacion Factura de Compra,USP_ANULACION_FACTURA_COMPRA
1113,Reporte de Detraccion Fecha,PR_ERP_FNZ_QRY_GN_ReporteDetraccion
1113,Reporte de Detraccion Fecha,PR_ERP_FNZ_QRY_GN_ReporteDetraccion
1113,Reporte de Detraccion Fecha,PR_ERP_FNZ_QRY_GN_ReporteDetraccion
1117,Lista de Precios C Estandar,PR_ERP_COM_QRY_GN_LPSTDCOMPRAS
1117,Lista de Precios C Estandar,PR_ERP_COM_QRY_REGISTRA_CABLPSTD
1117,Lista de Precios C Estandar,USP_CADENA_COPIALISTA
1117,Lista de Precios C Estandar,USP_INV_LISTAPRESUPUESTO
1117,Lista de Precios C Estandar,USP_INV_LISTAPRESUPUESTO
1117,Lista de Precios C Estandar,USP_INV_LLENA_CABDETLP
1117,Lista de Precios C Estandar,USP_INV_LLENA_CABDETLP
1117,Lista de Precios C Estandar,USP_INV_LLENA_CABDETLP
1117,Lista de Precios C Estandar,USP_INV_LLENA_CABDETLP_NIVELES
1117,Lista de Precios C Estandar,USP_INV_LLENA_CABDETLP_NIVELES
1117,Lista de Precios C Estandar,USP_INV_LLENA_CABDETLP_NIVELES
1117,Lista de Precios C Estandar,USP_INV_LLENA_CABDETLP_NIVELES
1117,Lista de Precios C Estandar,USP_INV_LLENA_CABDETLP_NIVELES
1120,Categoria Compras,PR_ERP_COM_QRY_GN_CTGCOMPRAS
1120,Categoria Compras,PR_ERP_COM_QRY_GN_REGISTRASTD_ARTICULO
1120,Categoria Compras,PR_ERP_COM_QRY_GN_REGISTRASTD_ARTICULO
1120,Categoria Compras,PR_ERP_COM_QRY_GN_REGISTRASTD_ARTICULO
1120,Categoria Compras,PR_ERP_COM_QRY_GN_SIN_CTGARTCOMPRAS
1121,Depura Reque y OrdCompra,USP_CANCELAOCOREQ
1130,Historico Precio/Prove x Artic,USP_ALM_HISTORICOPRECIOPROV
1138,Consulta Ord. Compra No Atendi,USP_ORDCOMP_PENDIENTES
1142,Documentos x Proveedor,dbo.PR_ERP_FNZ_RPT_GN_ConsultaDocumentoProveedor
1151,Reprogramacion FechaEntrega OC,SELECTDISTINCT
1151,Reprogramacion FechaEntrega OC,USP_ENVIA_EMAIL_REPROGFECHA
1152,Integracion de Documentos,PR_ERP_FNZ_QRY_CONSULTAFACTURAELECTRONICA_CO
1152,Integracion de Documentos,PR_ERP_FNZ_QRY_CONSULTAFACTURAELECTRONICA_CR
1152,Integracion de Documentos,PR_ERP_FNZ_QRY_CONSULTAFACTURAELECTRONICA_SV
1153,Integracion MUD,PR_ERP_FNZ_QRY_GN_MduPreRegistroToFactura
1153,Integracion MUD,PR_ERP_FNZ_QRY_GN_MduRechazoPreRegistroFactura
1158,Reporte Provision Diferidos,PR_ERP_FNZ_RPT_GN_PROVISIONDIFERIDO
1159,Integracion de Fletes/OCo,PR_ERP_FNZ_QRY_GN_GeneraOrdenCompraTransportista
1159,Integracion de Fletes/OCo,PR_ERP_FNZ_QRY_GN_ObtenerErrorImpuestoIncluido
1159,Integracion de Fletes/OCo,PR_ERP_FNZ_QRY_GN_ObtenerErrorImpuestoIncluido
1159,Integracion de Fletes/OCo,PR_ERP_FNZ_QRY_GN_ObtenerErrorProcesoIntegracionFlete
1159,Integracion de Fletes/OCo,PR_ERP_FNZ_QRY_GN_OBTENERFLETE
1159,Integracion de Fletes/OCo,PR_ERP_FNZ_QRY_GN_ObtieneOrdenCompraTransportista
1159,Integracion de Fletes/OCo,PR_ERP_FNZ_QRY_GN_ObtieneTotalFleteTransportista
1159,Integracion de Fletes/OCo,PR_ERP_FNZ_QRY_GN_RevertirOrdenCompraTransportista
1166,Asigna Per.Contable a Usuario,USP_CTB_ASIGNA_ASIENTOS
1171,Aprobacion en Bloque,DBO.PR_ERP_FNZ_QRY_GN_AprobacionBloqueOrdenGiro
1171,Aprobacion en Bloque,PR_ERP_FNZ_QRY_GN_AprobacionBloqueAsientoManual
1173,Retira Aprobacion de Documento,USP_ADM_ENVIA_CORREO_ORDEN_GIRO_QUITA_APROBACION
1173,Retira Aprobacion de Documento,USP_ADM_ENVIA_CORREO_ORDEN_GIRO_QUITA_APROBACION
1180,Lineas de Credito Clientes,COM_CLIENTE_LINEA_CREDITO
1180,Lineas de Credito Clientes,COM_CLIENTE_LINEA_CREDITO
1180,Lineas de Credito Clientes,COM_CLIENTE_LINEA_CREDITO
1180,Lineas de Credito Clientes,COM_CRED_VAL_CLIENTE
1180,Lineas de Credito Clientes,PR_ERP_FNZ_QRY_GN_PROCESASALDOLINEACREDITO
1200,Aplicacion de Saldos por Redon,dbo.PR_ERP_FNZ_QRY_GN_APLICACIONCOBRARDETALLE
1200,Aplicacion de Saldos por Redon,dbo.PR_ERP_FNZ_QRY_GN_APLICACIONCOBRARDETALLE
1200,Aplicacion de Saldos por Redon,dbo.PR_ERP_FNZ_QRY_GN_APLICACIONCOBRARIMPORTAR
1200,Aplicacion de Saldos por Redon,PR_ERP_FNZ_QRY_GN_APLICACIONCOBRARCREACION
1201,Aplicacion Cobrar Intercompany,PR_ERP_FNZ_QRY_GN_GenerarAplicacionCobrarInterface
1201,Aplicacion Cobrar Intercompany,PR_ERP_FNZ_QRY_GN_ObtenerAplicacionPagarDetalleInterface
1201,Aplicacion Cobrar Intercompany,PR_ERP_FNZ_QRY_GN_ObtenerAplicacionPagarDetalleInterface
1201,Aplicacion Cobrar Intercompany,PR_ERP_FNZ_QRY_GN_ObtenerAplicacionPagarDetalleInterface
1201,Aplicacion Cobrar Intercompany,PR_ERP_FNZ_QRY_GN_ObtenerAplicacionPagarInterface
1206,Consulta Documentos x Cliente,USP_ADM_CUENTA_CORRIENTE_COBRAR
1206,Consulta Documentos x Cliente,USP_ADM_CUENTA_CORRIENTE_COBRAR
1207,Estado Cuenta x Cobrar,PR_ERP_FNZ_RPT_GN_CUENTACORRIENTECOBRARSALDOS
1207,Estado Cuenta x Cobrar,USP_ADM_CUENTA_CORRIENTE_COBRAR_SALDOS
1208,Proyeccion de Cobranza,USP_CTA_CORRIENTE_PROY_CLIENTE
1208,Proyeccion de Cobranza,USP_CTA_CORRIENTE_PROY_RUC
1208,Proyeccion de Cobranza,USP_CTA_CORRIENTE_PROY_TODOS
1209,Cuadro Cobranza Efectuada,USP_CTA_CORRIENTE_CEFEC_CLIENTE
1209,Cuadro Cobranza Efectuada,USP_CTA_CORRIENTE_CEFEC_RUC
1209,Cuadro Cobranza Efectuada,USP_CTA_CORRIENTE_CEFEC_TODOS
1210,CtaCte x Cobrar Saldos,USP_CTAXCOBRAR_SALDO
1211,Anticuamiento CtaCte - Saldos,USP_ANTICUAMIENTOCXC_SALDO
1212,CtaCte x Cobrar Movimientos,USP_ADM_CUENTA_CORRIENTE_COBRAR_MOVIMIENTOS
1213,Anticuamiento CtaCte . Movimie,USP_ANTICUAMIENTOCXC_MOV
1225,Negociacion de Documentos,PR_ERP_FNZ_QRY_GN_ObtenerValorDocumentoNegociado
1225,Negociacion de Documentos,PR_ERP_FNZ_QRY_GN_ObtenerValorDocumentoNegociado
1225,Negociacion de Documentos,PR_ERP_FNZ_QRY_GN_SelectorDocumentoPagar
1225,Negociacion de Documentos,PR_ERP_FNZ_QRY_GN_VerificaTotalDocumentoNegociado
1239,Cuentas por Pagar a Clientes,USP_ANULACION_FACTURA_COMPRA
1240,Descuento Facturado,dbo.USP_ADMIN_VAL_FACDES
1240,Descuento Facturado,dbo.USP_ADMIN_VAL_FACDES
1245,Aplicacion de Doc x Pagar,dbo.PR_ERP_FNZ_QRY_GN_APLICACIONPAGARIMPORTAR
1245,Aplicacion de Doc x Pagar,PR_ERP_FNZ_QRY_GN_AplicacionPagarAnulacion
1245,Aplicacion de Doc x Pagar,PR_ERP_FNZ_QRY_GN_APLICACIONPAGARCREACION
1245,Aplicacion de Doc x Pagar,PR_ERP_FNZ_QRY_GN_ObtieneValoresAplicacionPagar
1245,Aplicacion de Doc x Pagar,PR_ERP_FNZ_QRY_GN_ObtieneValoresAplicacionPagar
1246,Aplicacion de Doc x Pagar,PR_ERP_FNZ_QRY_GN_AplicacionPagarAnulacion
1246,Aplicacion de Doc x Pagar,PR_ERP_FNZ_QRY_GN_APLICACIONPAGARCREACION
1274,LayOut Transferencia Bol,PR_ERP_FNZ_QRY_GN_LayoutBancoBolivariano_EC
1281,Anulacion de Layout,DBO.USP_ANULACION_INGRESO_BANCO
1287,Programacion Pago Detraccion,PR_ERP_FNZ_QRY_GN_PROGRAMARDETRACCIONIMPORTAR
1289,Actualiza Numero y Fecha Detra,PR_ERP_FNZ_QRY_GN_ActualizaNumeroDepositoFechaDetraccion
1289,Actualiza Numero y Fecha Detra,PR_ERP_FNZ_QRY_GN_ActualizaNumeroDepositoFechaDetraccion
1300,Pasar Facturacion - PE,PR_ERP_FNZ_QRY_GN_EXTORNOORDENCOMPRA
1300,Pasar Facturacion - PE,PR_ERP_FNZ_QRY_GN_GenerarFacturaInterface
1300,Pasar Facturacion - PE,PR_ERP_FNZ_QRY_GN_ObtenerOrdenCompraInterface
1300,Pasar Facturacion - PE,PR_ERP_FNZ_QRY_GN_ReporteFacturasInterface
1301,Pasar Facturacion - TH,USP_ANULACION_FACTURA_COMPRA
1302,Pasar Facturacion - MX,PR_ERP_FNZ_QRY_GN_EXTORNOORDENCOMPRA
1302,Pasar Facturacion - MX,PR_ERP_FNZ_QRY_GN_GenerarFacturaInterface
1302,Pasar Facturacion - MX,PR_ERP_FNZ_QRY_GN_ObtenerOrdenCompraInterface
1302,Pasar Facturacion - MX,PR_ERP_FNZ_QRY_GN_ReporteFacturasInterface
1303,Pasar Nota Credito - PE,PR_ERP_FNZ_QRY_GN_ConsultaClienteInterface
1303,Pasar Nota Credito - PE,PR_ERP_FNZ_QRY_GN_GenerarNotaCreditoInterface
1303,Pasar Nota Credito - PE,PR_ERP_FNZ_QRY_GN_ObtenerNotaCreditoInterface
1303,Pasar Nota Credito - PE,USP_ANULACION_FACTURA_COMPRA
1304,Aplicacion x Pagar Redondeo,dbo.PR_ERP_FNZ_QRY_GN_APLICACIONPAGARIMPORTAR
1304,Aplicacion x Pagar Redondeo,PR_ERP_FNZ_QRY_GN_APLICACIONPAGARCREACION
1307,Cuenta Corriente x Pagar (2),PR_ERP_FNZ_QRY_GN_ReporteCuentaCorrientePagar
1313,Anticuamiento CtaCte - Saldos,USP_ADM_ANTICUAMIENTO_PAGAR_SALDO
1313,Anticuamiento CtaCte - Saldos,USP_ANTICUAMIENTOCXP_SALDO
1313,Anticuamiento CtaCte - Saldos,USP_ANTICUAMIENTOCXP_SALDO_NEW
1331,Ingresos a Caja,PR_ERP_FNZ_QRY_GN_INGRESOCAJACREACION
1332,Cobranza Transportista,dbo.PR_ERP_FNZ_QRY_GN_CreacionCobranzaTransportista
1332,Cobranza Transportista,dbo.PR_ERP_FNZ_QRY_GN_VerificaExtractoBancario
1332,Cobranza Transportista,PR_ERP_FNZ_QRY_GN_ObtenerDepositoGuiaTransportista
1332,Cobranza Transportista,PR_ERP_FNZ_QRY_GN_OBTENERDEPOSITOORDENCARGA
1332,Cobranza Transportista,PR_ERP_FNZ_QRY_GN_OBTENERDEPOSITOORDENCARGA
1332,Cobranza Transportista,PR_ERP_FNZ_QRY_GN_OBTENERDEPOSITOORDENCARGA
1332,Cobranza Transportista,PR_ERP_FNZ_QRY_GN_ObtenerDepositoPagoDigital_PE
1335,Anula Ingresos por Liquidacion,USP_ANULACION_LIQUIDACION_TRANSPORTISTA
1336,Reversion de Ingreso Caja,PR_ERP_FNZ_QRY_GN_INGRESOCAJAREVERSION
1338,Egreso de Caja,PR_ERP_FNZ_QRY_GN_EgresoCajaAnulacion
1338,Egreso de Caja,PR_ERP_FNZ_QRY_GN_EGRESOCAJACREACION
1360,Reporte RDO,PR_ERP_FNZ_RPT_GN_REPORTERESUMENDIARIOOPERACIONCAJA
1360,Reporte RDO,PR_ERP_FNZ_RPT_GN_REPORTERESUMENDIARIOOPERACIONCAJA
1360,Reporte RDO,PR_ERP_FNZ_RPT_GN_REPORTERESUMENDIARIOOPERACIONCAJA
1364,Reporte Detallado Cajas,PR_ERP_FNZ_RPT_GN_DETALLECAJAS
1378,Complemento de Pagos FP Mixtos,USP_FEX_CFDI_CPG_ANULA_CONFIRMACION
1378,Complemento de Pagos FP Mixtos,USP_FEX_CFDI_CPG_VINCULAR_AXC
1378,Complemento de Pagos FP Mixtos,USP_FEX_CFDI_CPG_VINCULAR_AXC
1380,Aplicacion de Bol de Deposito,COM_CLIENTE_LINEA_CREDITO
1380,Aplicacion de Bol de Deposito,COM_CLIENTE_LINEA_CREDITO
1380,Aplicacion de Bol de Deposito,USP_FEX_CFDI_EXEC_CANCELAR
1380,Aplicacion de Bol de Deposito,USP_FEX_CFDI_EXEC_FILETEXT_CPG
1380,Aplicacion de Bol de Deposito,USP_FEX_CFDI_EXEC_FILETEXT_CPG
1383,Genera Boleta de Deposito Ade,PR_ERP_FNZ_QRY_GN_DEPOSITOADELANTOCREACION
1385,Elimina Bol de Deposito x Ade,PR_ERP_FNZ_QRY_GN_DepositoAdelantoEliminar
1386,Importacion Masiva Boleta Depo,PR_ERP_FNZ_QRY_GN_GeneraDepositoAdelantoMasivoImportar
1389,Transferencia Documentos Tesor,PR_ERP_FNZ_QRY_GN_GenerarIngresoBancoInterface
1389,Transferencia Documentos Tesor,PR_ERP_FNZ_QRY_GN_ObtenerEgresoBancoDetalleInterface
1389,Transferencia Documentos Tesor,PR_ERP_FNZ_QRY_GN_ObtenerEgresoBancoDetalleInterface
1389,Transferencia Documentos Tesor,PR_ERP_FNZ_QRY_GN_ObtenerEgresoBancoDetalleInterface
1389,Transferencia Documentos Tesor,PR_ERP_FNZ_QRY_GN_ObtenerEgresoBancoInterface
1390,Confirmacion de Documentos,dbo.PR_ERP_FNZ_QRY_GN_ENVIOCORREOPAGOPROVEEDOR
1390,Confirmacion de Documentos,PR_ERP_FNZ_QRY_GN_CONFIRMACIONPAGOACTUALIZACION
1391,Anulacion Documentos de Bancos,DBO.USP_ANULACION_INGRESO_BANCO
1393,Pago de Transferencias,PR_ERP_FNZ_QRY_GN_ControlPagoTransferencia
1393,Pago de Transferencias,PR_ERP_FNZ_QRY_GN_PAGOTRANSACCIONCREACION
1399,Anulacion de Cheques,dbo.PR_ERP_FNZ_QRY_GN_AnulacionCheque
1401,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_AnulacionDistribucionIngresos
1401,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_CreacionDistribucionIngresos
1401,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_IngresoBanco_DIN
1401,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_IngresoBanco_DIN
1401,Distribucion de Ingresos,PR_ERP_FNZ_QRY_GN_ObtieneDistribucionDocumento
1401,Distribucion de Ingresos,USP_ADM_CIERRE_CAJA_DIN
1402,Confirmacion de Documentos,PR_ERP_FNZ_QRY_GN_CONFIRMACION_BDB_DIN
1402,Confirmacion de Documentos,PR_ERP_FNZ_QRY_GN_CONFIRMACION_BDB_DIN
1402,Confirmacion de Documentos,PR_ERP_FNZ_QRY_GN_GeneraDAD
1405,Rendicion de Bancos,PR_ERP_FNZ_QRY_GN_ControlRendicionBanco
1405,Rendicion de Bancos,USP_ANULACION_RENDICION_GASTOS
1405,Rendicion de Bancos,USP_CREACION_RENDICION_GASTOS
1406,Reembolso de Gastos,USP_CREACION_RENDICION_GASTOS
1409,Registro Documento de Gasto,PR_ERP_FNZ_QRY_GN_REGISTROGASTOCREACION
1412,Anula Reg Documentos de Gasto,USP_ANULACION_FACTURA_COMPRA
1442,Extracto Bancario Manual,PR_ERP_FNZ_QRY_GN_ELIMINACARGAEXT
1442,Extracto Bancario Manual,USP_ACTUALIZA_CONCILIACION_BANCOS_LIBERA
1442,Extracto Bancario Manual,USP_BCO_LLENA_CONCILIACION
1442,Extracto Bancario Manual,USP_CONCILIACION_BCO_GASTOS
1445,Proceso Conciliacion Automatic,PR_ERP_FNZ_QRY_GN_DESCONCILIABANCOAUTOMATICO
1446,Proceso Conciliacion Autom VAL,PR_ERP_FNZ_QRY_GN_DESCONCILIABANCOAUTOMATICO
1449,Modifica Estado Docs Conciliad,PR_ERP_FNZ_QRY_GN_DESCONCILIADOC
1461,Cierre Mensual Banco,PR_ERP_FNZ_QRY_GN_CIERRE_BANCOS
1466,Conciliacion Bancaria Automati,USP_CTB_CONCILIABANCOS
1466,Conciliacion Bancaria Automati,USP_CTB_DESCONCILIABANCOS
1472,Caratula de Conciliacion,USP_BCO_CARATULA_CONCILIA
1491,Reporte de BDA,PR_ERP_FNZ_RPT_GN_BOLETADEPOSITOADELANTO
1491,Reporte de BDA,PR_ERP_FNZ_RPT_GN_BOLETADEPOSITOADELANTO
1493,Reporte Saldos Boleta Deposito,PR_ERP_FNZ_RPT_GN_SaldoBoletaDepositoAdelanto
1493,Reporte Saldos Boleta Deposito,USP_SALDO_BOLETA_DEPOSITO_ADELANTO
1495,Reporte Rendiciones,PR_ERP_FNZ_RPT_GN_RENDICIONES
1514,Maestro de Activo,PR_ERP_COM_QRY_GN_RegistrarItemIntegracion
1520,Movimientos de Almacen,PR_ERP_FNZ_QRY_GN_CANTIDADFACTURADAORDENCOMPRAACTUALIZA
1520,Movimientos de Almacen,PR_ERP_FNZ_QRY_GN_CANTIDADFACTURADAORDENCOMPRAACTUALIZA
1520,Movimientos de Almacen,PR_ERP_FNZ_QRY_GN_MOVIMIENTOACTIVOFIJOCREACION
1520,Movimientos de Almacen,PR_ERP_FNZ_QRY_GN_MOVIMIENTOACTIVOFIJOSERIECREACION
1520,Movimientos de Almacen,USP_ACT_KARDEX_PROMO
1520,Movimientos de Almacen,USP_ACT_KARDEX_PROMO
1521,Activacion de Activo,INV_CREAIAF_ALMACEN
1524,Control de Mejoras,PR_ERP_FNZ_QRY_GN_ActualizaSaldoCierreMejora
1554,Reporte de Activo Fijo,PR_ERP_FNZ_RPT_GN_REPORTEALQUILERACTIVO
1555,Libro de Activo Fijo,PR_ERP_FNZ_RPT_GN_LIBROACTIVOFIJO
1557,Plan de Cuentas,PR_ERP_FNZ_RPT_GN_ReportePlanCuentas
1559,Voucher (marca y canal),USP_ELIMINA_VOUCHER_CONTABLE
1561,Creacion de Asientos Manuales,PR_ERP_FNZ_QRY_GN_ELIMINAVOUCHERCONTABLEXAPROBAR
1561,Creacion de Asientos Manuales,PR_ERP_FNZ_QRY_GN_VerificaIntercompanyAsientoContable
1561,Creacion de Asientos Manuales,PR_ERP_FNZ_QRY_GN_VerificaIntercompanyAsientoContable
1561,Creacion de Asientos Manuales,PR_ERP_FNZ_QRY_GN_VOUCHERDETALLEIMPORTAR
1562,Provision de Asiento,PR_ERP_FNZ_QRY_GN_PROVISIONCOBRANZADUDOSA
1562,Provision de Asiento,PR_ERP_FNZ_QRY_GN_PROVISIONCOBRANZADUDOSAANULAR
1562,Provision de Asiento,PR_ERP_FNZ_QRY_GN_PROVISIONCOBRANZADUDOSAMODIFICAR
1564,Maestro de Ejercicio,USP_ADM_COPIAR_CONFIGURACIONES
1567,Importar Voucher Contable,PR_ERP_FNZ_QRY_GN_VOUCHERCONTABLEIMPORTAR
1568,Imprimir Asientos Auditoria,PR_ERP_FNZ_QRY_GN_AsientoAuditoriaImportar
1569,Contabilizacion Masiva AMA - E,PR_ERP_FNZ_QRY_GN_GeneraAsientoManualProvisiones
1582,Identificador Costos Maquila,PR_ERP_FNZ_RPT_GN_IdentificadorCentroCostoGasto
1582,Identificador Costos Maquila,PR_ERP_FNZ_RPT_GN_IdentificadorCostoTransferencia
1599,Diseno de Reportes,PR_ERP_FNZ_QRY_GN_DisenoReporteEliminar
1601,Procesa Asientos Programados,PR_ERP_FNZ_QRY_GN_AnulaAsientosProgramados
1601,Procesa Asientos Programados,PR_ERP_FNZ_QRY_GN_CreaAsientosProgramados
1601,Procesa Asientos Programados,PR_ERP_FNZ_QRY_GN_ObtieneModuloTransaccion
1602,Genera Asientos Apert-Cierre,USP_ASIENTO_APERTURA
1602,Genera Asientos Apert-Cierre,USP_ASIENTO_APERTURA_IFRS
1602,Genera Asientos Apert-Cierre,USP_ELIMINA_VOUCHER_CONTABLE
1602,Genera Asientos Apert-Cierre,USP_ELIMINA_VOUCHER_CONTABLE
1605,Provision de Gastos DGT,PR_ERP_FNZ_QRY_GN_Provision_Gastos
1605,Provision de Gastos DGT,PR_ERP_FNZ_QRY_GN_Provision_Gastos_Detalle
1610,Asiento Ajuste Dif. Cambio,USP_ADM_ANULA_DIFERENCIA_CAMBIO
1610,Asiento Ajuste Dif. Cambio,USP_ASIENTO_DIFERENCIA_CAMBIO
1611,Extorno de Diferencia de TC,USP_ADM_ASIENTO_EXTORNO_TIPOCAMBIO
1612,Asiento Ajuste y Redondeo,PR_ERP_FNZ_QRY_GN_ASIENTOAJUSTEREDONDEO
1612,Asiento Ajuste y Redondeo,PR_ERP_FNZ_QRY_GN_REVERTIRASIENTOAJUSTEREDONDEO
1618,Imprime Retenciones x Bloque,DBO.PR_ERP_FNZ_QRY_WS_REVERSIONRETENCIONELECTRONICA_ET_PE
1618,Imprime Retenciones x Bloque,DBO.PR_ERP_FNZ_QRY_WS_REVERSIONRETENCIONELECTRONICA_LG_PE
1618,Imprime Retenciones x Bloque,DBO.PR_ERP_FNZ_QRY_WS_REVERSIONRETENCIONELECTRONICA_NF_PE
1618,Imprime Retenciones x Bloque,DBO.PR_ERP_FNZ_QRY_WS_REVERSIONRETENCIONELECTRONICA_PE
1618,Imprime Retenciones x Bloque,DBO.PR_ERP_FNZ_QRY_WS_REVERSIONRETENCIONELECTRONICA_PE
1618,Imprime Retenciones x Bloque,DBO.PR_ERP_FNZ_QRY_WS_REVERSIONRETENCIONELECTRONICA_SV
1619,Procesar Reg Rete\Buen Contri,USP_IMPORT_AGENRET_BUECONT
1625,Reversion Retencion Web - Elec,PR_ERP_FNZ_QRY_WS_REVERSIONRETENCIONELECTRONICA_DF_PE
1625,Reversion Retencion Web - Elec,PR_ERP_FNZ_QRY_WS_REVERSIONRETENCIONELECTRONICA_PE
1629,Registro Regimen Percepciones,USP_REPORTE_PERCEPCIONES
1630,Imprime Percepciones x Bloque,DBO.PR_ERP_FNZ_QRY_WS_REVERSIONPERCEPCIONELECTRONICA_ET_PE
1630,Imprime Percepciones x Bloque,DBO.PR_ERP_FNZ_QRY_WS_REVERSIONPERCEPCIONELECTRONICA_LG_PE
1630,Imprime Percepciones x Bloque,DBO.PR_ERP_FNZ_QRY_WS_REVERSIONPERCEPCIONELECTRONICA_NF_PE
1630,Imprime Percepciones x Bloque,DBO.PR_ERP_FNZ_QRY_WS_REVERSIONPERCEPCIONELECTRONICA_PE
1630,Imprime Percepciones x Bloque,DBO.PR_ERP_FNZ_QRY_WS_REVERSIONPERCEPCIONELECTRONICA_PE
1631,Registro Regimen Percepciones,USP_ADM_REPORTE_PERCEPCIONES
1635,Distribucion de Gastos Indirec,USP_DISTRIBUCION_GASTOS_NEW
1635,Distribucion de Gastos Indirec,USP_Filtrar_CC_Cabhcos2
1635,Distribucion de Gastos Indirec,USP_Recalcular_GastosIndirectos
1636,Distribucion de Gastos Indirec,USP_DISTRIBUCION_GASTOS
1636,Distribucion de Gastos Indirec,USP_Filtrar_CC_Cabhcos2
1636,Distribucion de Gastos Indirec,USP_Recalcular_GastosIndirectos
1646,Reporte de Venta Fiscal,PR_ERP_FNZ_RPT_GN_REPORTEVENTAFISCAL_EC
1647,Genera Archivo para PDB,PR_ERP_FNZ_RPT_GN_ESTRUCTURACOMPROBANTECARGAPDB_PE
1649,Actualizacion de Saldos,USP_CTB_ACT_SALDOS
1649,Actualizacion de Saldos,USP_CTB_ACT_SALDOS_DISENO
1650,Actualizacion de Saldos(MR),USP_CTB_ACT_SALDOS_FILTRO
1651,Ubica Inconsistencias Polizas,USP_CTB_VOU_INCONSISTENTES
1656,Reversion de Voucher Contable,PR_ERP_FNZ_QRY_GN_GeneraAsientoReversion
1657,Extorno Masivo de Provisiones,PR_ERP_FNZ_QRY_GN_GeneraAsientoReversion
